Date,Open,High,Low,Close,Volume
2025-02-28,366.79998779296875,375.75,365.29998779296875,369.3500061035156,21899478
2025-03-03,370.0,371.0,352.3999938964844,360.3500061035156,12675744
2025-03-04,356.1000061035156,366.5,352.6000061035156,363.8500061035156,5535218
2025-03-05,362.04998779296875,368.8999938964844,362.04998779296875,368.25,5730797
2025-03-06,370.04998779296875,384.1499938964844,368.1000061035156,382.6000061035156,11247215
2025-03-07,382.6000061035156,389.6000061035156,379.3999938964844,380.6499938964844,8321771
2025-03-10,380.70001220703125,386.6000061035156,374.04998779296875,375.1499938964844,5541001
2025-03-11,371.0,380.0,368.0,379.04998779296875,5340552
2025-03-12,379.54998779296875,382.8500061035156,373.79998779296875,380.70001220703125,3951912
2025-03-13,381.5,383.0,377.3500061035156,378.29998779296875,3918004
2025-03-17,380.20001220703125,387.04998779296875,379.04998779296875,385.75,5456361
2025-03-18,385.75,385.75,385.75,385.75,0
2025-03-19,390.04998779296875,398.04998779296875,388.79998779296875,395.8500061035156,5827114
2025-03-20,397.70001220703125,398.1000061035156,392.04998779296875,396.3999938964844,7025398
2025-03-21,396.3999938964844,411.1000061035156,395.1000061035156,405.3999938964844,16564019
2025-03-24,407.95001220703125,411.79998779296875,405.04998779296875,406.0,5260300
2025-03-25,408.0,408.25,397.1000061035156,398.29998779296875,5636291
2025-03-26,398.5,402.45001220703125,393.1499938964844,394.79998779296875,5025274
2025-03-27,393.25,399.6499938964844,392.04998779296875,396.8500061035156,7697174
2025-03-28,397.0,401.8999938964844,393.5,398.20001220703125,6923988
2025-04-01,397.79998779296875,402.54998779296875,395.04998779296875,397.6499938964844,4332950
2025-04-02,401.6000061035156,401.6000061035156,391.5,397.5,4197123
2025-04-03,395.0,400.0,393.20001220703125,397.04998779296875,4970602
2025-04-04,396.0,396.0,382.6000061035156,385.04998779296875,6718760
2025-04-07,358.8500061035156,379.3999938964844,356.0,377.5,10202400
2025-04-08,385.0,385.5,376.6499938964844,382.8500061035156,3577328
2025-04-09,382.29998779296875,382.70001220703125,373.1000061035156,374.6000061035156,5781453
2025-04-11,389.95001220703125,392.79998779296875,382.1499938964844,392.1000061035156,6185984
2025-04-15,399.0,399.0,393.5,395.25,4371156
2025-04-16,395.25,400.1000061035156,392.5,399.25,4992290
2025-04-17,396.8999938964844,399.54998779296875,388.29998779296875,398.8500061035156,8364450
2025-04-21,399.25,406.0,395.6499938964844,400.5,8987570
2025-04-22,403.5,405.79998779296875,394.29998779296875,398.6000061035156,7558174
2025-04-23,400.0,401.6000061035156,394.0,398.95001220703125,7429142
2025-04-24,398.8999938964844,401.29998779296875,396.8500061035156,399.8500061035156,5762303
2025-04-25,400.29998779296875,404.0,389.6499938964844,393.1499938964844,7337588
2025-04-28,393.1499938964844,398.79998779296875,391.54998779296875,397.1499938964844,3458518
2025-04-29,397.1499938964844,400.3500061035156,388.45001220703125,389.1000061035156,6274213
2025-04-30,389.1000061035156,390.3500061035156,383.1000061035156,385.29998779296875,4559122
2025-05-02,385.5,390.95001220703125,381.3999938964844,383.5,5045851
2025-05-05,385.95001220703125,387.8999938964844,381.75,385.6000061035156,6395704
2025-05-06,386.5,387.6499938964844,377.3999938964844,378.25,5982166
2025-05-07,370.29998779296875,387.29998779296875,370.29998779296875,383.29998779296875,9162368
2025-05-08,390.0,394.95001220703125,382.25,385.45001220703125,14258083
2025-05-09,379.1000061035156,383.25,377.04998779296875,382.3999938964844,3809943
2025-05-12,391.95001220703125,396.1000061035156,387.5,395.5,6743279
2025-05-13,395.5,399.6000061035156,394.04998779296875,395.1499938964844,6307140
2025-05-14,396.75,404.04998779296875,396.45001220703125,403.1000061035156,6822756
2025-05-15,403.75,406.3999938964844,399.6000061035156,404.6499938964844,10511989
2025-05-16,406.0,409.0,403.6000061035156,404.79998779296875,4702603
2025-05-19,405.95001220703125,407.45001220703125,401.04998779296875,402.70001220703125,5446656
2025-05-20,405.5,417.25,404.0,408.1000061035156,18755291
2025-05-21,411.6499938964844,413.54998779296875,404.25,405.3500061035156,7393102
2025-05-22,405.0,406.6499938964844,393.20001220703125,398.8500061035156,7936875
2025-05-23,400.20001220703125,403.0,399.0,401.5,4178408
2025-05-26,402.54998779296875,405.79998779296875,401.75,402.70001220703125,6067873
2025-05-27,402.5,403.54998779296875,398.29998779296875,399.95001220703125,6553758
2025-05-28,401.0,401.8500061035156,396.5,398.20001220703125,6002200
2025-05-29,400.0,401.20001220703125,397.0,398.20001220703125,7724668
2025-05-30,398.95001220703125,404.75,396.3500061035156,397.29998779296875,6565658
2025-06-02,398.95001220703125,401.3999938964844,395.5,399.70001220703125,6119571
2025-06-03,399.70001220703125,400.5,390.5,392.8500061035156,7360608
2025-06-04,392.8500061035156,395.0,389.6000061035156,394.6000061035156,3861957
2025-06-05,394.6000061035156,397.79998779296875,392.54998779296875,394.8999938964844,6097293
2025-06-06,397.8500061035156,400.6000061035156,396.04998779296875,398.95001220703125,7633919
2025-06-09,400.8999938964844,406.20001220703125,400.0,401.0,9626374
2025-06-10,403.0,404.5,398.8500061035156,399.54998779296875,6362912
2025-06-11,400.1000061035156,409.5,398.3999938964844,402.1000061035156,11946342
2025-06-12,402.0,402.3500061035156,391.5,392.70001220703125,11262656
2025-06-13,390.0,392.3500061035156,386.0,391.20001220703125,5253032
2025-06-16,391.0,394.6000061035156,386.20001220703125,394.3500061035156,3706240
2025-06-17,394.0,395.8500061035156,390.1000061035156,391.29998779296875,3248476
2025-06-18,391.29998779296875,393.3999938964844,388.1000061035156,390.3500061035156,4118145
2025-06-19,390.3500061035156,391.5,383.5,384.25,4416367
2025-06-20,384.20001220703125,391.79998779296875,384.1499938964844,389.04998779296875,6531957
2025-06-23,387.0,393.1000061035156,384.70001220703125,392.5,3359491
2025-06-24,394.45001220703125,395.3999938964844,390.70001220703125,392.6499938964844,4606984
2025-06-25,393.8500061035156,395.3999938964844,391.0,391.75,4672204
2025-06-26,392.0,394.70001220703125,390.6499938964844,394.1499938964844,5569101
2025-06-27,395.0,397.70001220703125,392.1000061035156,394.1499938964844,16253653
2025-06-30,395.5,397.3999938964844,390.79998779296875,391.95001220703125,4870935
2025-07-01,392.5,393.8999938964844,389.0,389.75,5997283
2025-07-02,390.0,391.70001220703125,385.45001220703125,386.8999938964844,7752338
2025-07-03,387.8999938964844,389.0,385.5,386.45001220703125,3851213
2025-07-04,387.70001220703125,387.8999938964844,383.3999938964844,386.1000061035156,3990767
2025-07-07,386.5,386.5,384.0,384.25,2810768
2025-07-08,384.95001220703125,385.5,382.29998779296875,382.8500061035156,5231160
2025-07-09,383.04998779296875,388.1499938964844,382.8500061035156,387.45001220703125,4497121
2025-07-10,388.04998779296875,388.8500061035156,382.54998779296875,384.04998779296875,4668066
2025-07-11,384.04998779296875,384.29998779296875,380.6000061035156,380.95001220703125,4677164
2025-07-14,382.0,385.8999938964844,381.5,383.8500061035156,5109504
2025-07-15,383.8999938964844,387.25,383.45001220703125,386.45001220703125,4586811
2025-07-16,386.6499938964844,388.0,384.95001220703125,386.45001220703125,5205724
2025-07-17,387.04998779296875,388.20001220703125,384.8999938964844,385.8999938964844,3749218
2025-07-18,387.0,389.25,384.1000061035156,388.5,5172481
2025-07-21,389.0,389.3999938964844,385.3999938964844,386.79998779296875,4396850
2025-07-22,386.79998779296875,391.75,385.5,389.1000061035156,5043629
2025-07-23,389.3999938964844,392.45001220703125,388.8500061035156,390.75,3670943
2025-07-24,390.1000061035156,390.75,383.8999938964844,385.54998779296875,4022204
2025-07-25,385.54998779296875,385.8999938964844,380.0,380.79998779296875,4616856
2025-07-28,381.20001220703125,383.8500061035156,377.0,378.3500061035156,4521716
2025-07-29,376.95001220703125,384.25,376.95001220703125,383.6499938964844,4872086
2025-07-30,384.0,384.04998779296875,379.04998779296875,379.8999938964844,5107774
2025-07-31,378.0,379.0,374.70001220703125,376.3500061035156,6461803
2025-08-01,375.0,381.1499938964844,370.70001220703125,372.5,13769152
2025-08-04,372.45001220703125,378.75,370.20001220703125,374.70001220703125,19756930
2025-08-05,376.0,380.70001220703125,374.5,379.5,6846687
2025-08-06,374.0,378.04998779296875,373.54998779296875,376.8500061035156,5808208
2025-08-07,375.0,380.25,373.6000061035156,379.54998779296875,3468573
2025-08-08,379.0,382.1000061035156,378.1499938964844,379.70001220703125,4172600
2025-08-11,378.0,384.70001220703125,376.54998779296875,382.5,5740719
2025-08-12,381.54998779296875,386.45001220703125,381.20001220703125,385.3500061035156,4860757
2025-08-13,385.95001220703125,388.0,385.1000061035156,386.1000061035156,4216888
2025-08-14,386.1000061035156,386.8500061035156,382.54998779296875,384.45001220703125,4034887
2025-08-18,386.6499938964844,388.54998779296875,384.04998779296875,387.79998779296875,3520271
2025-08-19,388.5,388.5,384.25,385.3500061035156,5219052
2025-08-20,386.0,386.8500061035156,383.54998779296875,384.70001220703125,4904231
2025-08-21,380.95001220703125,381.54998779296875,377.25,378.1499938964844,6212604
2025-08-22,378.1499938964844,379.0,374.04998779296875,374.45001220703125,4699261
2025-08-25,375.0,380.75,374.79998779296875,380.0,4349832
2025-08-26,379.0,379.8500061035156,371.3999938964844,372.45001220703125,6381642
2025-08-28,372.5,375.8999938964844,368.6499938964844,374.29998779296875,4372269
2025-08-29,372.6499938964844,379.0,372.6499938964844,374.79998779296875,4578400
2025-09-01,375.29998779296875,378.6000061035156,375.1000061035156,377.8999938964844,2829114
2025-09-02,381.1499938964844,385.0,379.04998779296875,380.1000061035156,7511709
2025-09-03,380.95001220703125,393.29998779296875,380.0,389.79998779296875,8111851
2025-09-04,391.79998779296875,392.1000061035156,385.70001220703125,391.45001220703125,5515006
2025-09-05,392.3999938964844,393.25,389.0,392.6499938964844,4535470
2025-09-08,394.0,395.8999938964844,386.29998779296875,387.04998779296875,4607020
2025-09-09,388.70001220703125,389.3999938964844,386.75,387.95001220703125,4376579
2025-09-10,388.5,392.6499938964844,388.04998779296875,391.8999938964844,4285507
2025-09-11,393.6499938964844,394.5,390.5,393.3500061035156,3442373
2025-09-12,393.54998779296875,396.20001220703125,393.20001220703125,394.3500061035156,4276055
2025-09-15,394.3500061035156,400.6499938964844,394.29998779296875,394.75,4618798
2025-09-16,395.0,397.0,394.04998779296875,395.79998779296875,2581384
2025-09-17,402.0,402.45001220703125,397.5,399.75,5970395
2025-09-18,400.5,400.75,390.6000061035156,393.1499938964844,5899621
2025-09-19,394.0,395.20001220703125,391.5,394.5,5272435
2025-09-22,394.5,396.95001220703125,393.3500061035156,394.70001220703125,3399517
2025-09-23,394.75,395.75,392.1000061035156,394.04998779296875,4720322
2025-09-24,394.5,395.6000061035156,391.75,392.8500061035156,5139791
2025-09-25,392.04998779296875,395.20001220703125,391.6499938964844,392.5,4563970
2025-09-26,392.5,392.95001220703125,388.04998779296875,389.1499938964844,4698693
2025-09-29,389.79998779296875,391.6000061035156,385.6000061035156,388.29998779296875,6606409
2025-09-30,389.70001220703125,391.3999938964844,387.1000061035156,389.95001220703125,5362610
2025-10-01,389.79998779296875,394.8999938964844,387.8999938964844,388.5,4976933
2025-10-03,388.5,389.1000061035156,381.5,383.3500061035156,7431240
2025-10-06,383.5,384.1000061035156,379.95001220703125,381.8999938964844,7022052
2025-10-07,384.0,388.95001220703125,383.79998779296875,384.70001220703125,7895734
2025-10-08,385.5,386.3999938964844,381.1000061035156,382.1000061035156,3642904
2025-10-09,383.0,386.29998779296875,380.54998779296875,383.3500061035156,4628511
2025-10-10,384.0,386.70001220703125,382.95001220703125,384.5,5061600
2025-10-13,383.25,384.29998779296875,380.6499938964844,381.54998779296875,4750043
2025-10-14,382.04998779296875,385.1499938964844,380.1000061035156,380.95001220703125,4288494
2025-10-15,381.25,385.3999938964844,381.25,384.25,6135157
2025-10-16,385.0,387.95001220703125,384.5,387.6000061035156,3513302
2025-10-17,387.6000061035156,389.5,385.25,388.79998779296875,4093872
2025-10-20,390.0,392.0,388.45001220703125,390.6000061035156,4007425
2025-10-21,393.1000061035156,393.1499938964844,390.6000061035156,391.1000061035156,678084
2025-10-23,391.6000061035156,394.3999938964844,390.45001220703125,392.6499938964844,4311356
2025-10-24,392.6499938964844,395.45001220703125,390.79998779296875,394.04998779296875,4070949
2025-10-27,395.5,398.20001220703125,393.6000061035156,396.70001220703125,5438773
2025-10-28,396.95001220703125,398.20001220703125,389.3500061035156,391.3999938964844,7672258
2025-10-29,393.25,399.29998779296875,380.04998779296875,382.0,26856509
2025-10-30,382.95001220703125,388.95001220703125,379.29998779296875,387.70001220703125,15154040
2025-10-31,389.95001220703125,394.20001220703125,387.75,388.6499938964844,13103909
2025-11-03,390.54998779296875,390.8999938964844,387.29998779296875,388.54998779296875,14152223
2025-11-04,380.0,382.0,376.5,377.54998779296875,10536699
2025-11-06,378.70001220703125,378.70001220703125,372.3500061035156,373.1499938964844,6648689
2025-11-07,372.0,376.75,371.5,376.0,4650451
2025-11-10,376.1000061035156,382.3999938964844,376.1000061035156,381.3500061035156,4451727
2025-11-11,381.45001220703125,383.0,378.6000061035156,382.79998779296875,3299015
2025-11-12,384.25,387.6000061035156,382.70001220703125,386.5,4326520
2025-11-13,386.5,387.3999938964844,382.75,383.20001220703125,3480764
2025-11-14,383.20001220703125,387.3500061035156,382.29998779296875,386.95001220703125,3760163
2025-11-17,387.0,389.20001220703125,386.1499938964844,387.8500061035156,3847261
2025-11-18,387.8500061035156,387.8500061035156,382.95001220703125,383.95001220703125,4462641
2025-11-19,383.1000061035156,383.8500061035156,378.45001220703125,379.04998779296875,5332643
2025-11-20,381.0,381.25,377.54998779296875,379.6499938964844,3971851
2025-11-21,378.0,380.3500061035156,377.54998779296875,378.20001220703125,3088629
2025-11-24,378.1499938964844,378.20001220703125,372.0,372.54998779296875,5543493
2025-11-25,372.6000061035156,373.3999938964844,369.6000061035156,370.04998779296875,4902920
2025-11-26,371.8500061035156,377.70001220703125,371.29998779296875,377.3500061035156,4102285
2025-11-27,377.3500061035156,378.70001220703125,376.1000061035156,378.04998779296875,3330267
2025-11-28,379.0,379.20001220703125,374.8999938964844,376.1499938964844,4689402
2025-12-01,376.8999938964844,380.0,375.79998779296875,379.6499938964844,4217206
2025-12-02,379.5,379.8999938964844,376.75,378.95001220703125,3695491
2025-12-03,378.95001220703125,379.29998779296875,372.20001220703125,375.25,4650434
2025-12-04,375.0,379.75,373.79998779296875,379.04998779296875,3135061
2025-12-05,378.8999938964844,380.6499938964844,376.5,379.95001220703125,3154258
2025-12-08,380.8999938964844,380.8999938964844,375.54998779296875,377.3500061035156,3911363
2025-12-09,375.1000061035156,381.20001220703125,373.3500061035156,379.3500061035156,4242651
2025-12-10,378.5,382.8999938964844,378.25,382.1499938964844,4752336
2025-12-11,382.3500061035156,385.3500061035156,380.5,384.0,2695140
2025-12-12,384.54998779296875,385.75,382.25,383.3500061035156,1410201
2025-12-15,384.0,385.0,380.1000061035156,384.45001220703125,1870236
2025-12-16,384.0,384.20001220703125,378.3500061035156,381.6000061035156,5109787
2025-12-17,380.8500061035156,385.5,380.79998779296875,384.75,3651138
2025-12-18,384.3999938964844,386.5,382.8500061035156,385.29998779296875,2379619
2025-12-19,385.0,387.3500061035156,383.5,385.6000061035156,3611941
2025-12-22,385.6000061035156,386.95001220703125,384.04998779296875,386.25,3112021
2025-12-23,387.45001220703125,400.95001220703125,386.45001220703125,400.3999938964844,18487395
2025-12-24,403.79998779296875,412.3999938964844,401.75,402.3500061035156,17624423
2025-12-26,403.79998779296875,408.3999938964844,400.6000061035156,402.1499938964844,5435637
2025-12-29,404.0,405.5,399.0,400.6499938964844,6105510
2025-12-30,400.0,400.20001220703125,395.5,398.0,4418163
2025-12-31,398.3999938964844,404.0,397.54998779296875,399.0,4644679
2026-01-01,399.0,402.79998779296875,398.25,400.45001220703125,3161157
2026-01-02,401.3500061035156,429.5,401.0,427.8999938964844,35090129
2026-01-05,430.95001220703125,436.70001220703125,423.5,427.45001220703125,17258568
2026-01-06,427.0,431.29998779296875,424.70001220703125,427.04998779296875,6308113
2026-01-07,426.95001220703125,432.45001220703125,423.6499938964844,431.6499938964844,8920605
2026-01-08,431.6499938964844,434.0,423.45001220703125,425.25,5991259
2026-01-09,423.70001220703125,428.3500061035156,417.20001220703125,418.3500061035156,7306605
2026-01-12,418.8999938964844,433.1499938964844,415.6499938964844,432.29998779296875,14407896
2026-01-13,434.0,435.79998779296875,425.6000061035156,428.8999938964844,7104004
2026-01-14,428.0,442.0,427.3999938964844,432.20001220703125,17125550
2026-01-15,432.20001220703125,432.20001220703125,432.20001220703125,432.20001220703125,0
2026-01-16,432.20001220703125,433.6000061035156,428.0,431.0,6410141
2026-01-19,431.0,432.8500061035156,428.3500061035156,430.1499938964844,7105031
2026-01-20,430.1000061035156,430.95001220703125,413.54998779296875,415.29998779296875,6768420
2026-01-21,414.95001220703125,419.6499938964844,411.54998779296875,414.04998779296875,7312100
2026-01-22,417.1499938964844,426.8500061035156,417.1499938964844,423.20001220703125,11497522
2026-01-23,424.0,425.79998779296875,415.3999938964844,418.3999938964844,6520896
2026-01-27,421.0,426.95001220703125,418.8999938964844,422.8999938964844,8749844
2026-01-28,423.5,445.95001220703125,421.6000061035156,444.04998779296875,17496873
2026-01-29,446.0,461.54998779296875,442.54998779296875,455.75,16915601
2026-01-30,453.95001220703125,453.95001220703125,437.0,440.75,10191610
2026-02-02,419.0,425.5,413.0,423.5,9618062
2026-02-03,437.0,437.0,419.95001220703125,429.3999938964844,13955805
2026-02-04,431.5,441.3999938964844,428.45001220703125,434.8999938964844,11476290
2026-02-05,437.0,437.79998779296875,427.70001220703125,431.8500061035156,5252658
2026-02-06,430.54998779296875,434.20001220703125,427.04998779296875,432.79998779296875,4738027
2026-02-09,434.0,434.79998779296875,429.79998779296875,431.70001220703125,4512635
2026-02-10,432.0,433.75,428.70001220703125,430.95001220703125,5103221
2026-02-11,426.20001220703125,427.95001220703125,420.29998779296875,423.25,5715603
2026-02-12,423.75,425.95001220703125,416.1499938964844,419.1499938964844,5987886
2026-02-13,412.29998779296875,417.6000061035156,408.1000061035156,408.95001220703125,8190851
2026-02-16,408.0,423.8500061035156,406.6000061035156,422.5,9719418
2026-02-17,422.25,424.6000061035156,418.5,421.54998779296875,4564907
2026-02-18,418.45001220703125,418.79998779296875,413.1000061035156,418.0,4872345
2026-02-19,418.0,419.8500061035156,414.6000061035156,416.1499938964844,3824366
2026-02-20,416.0,425.5,415.04998779296875,423.54998779296875,8843227
2026-02-23,426.0,427.5,418.95001220703125,426.0,6515765
2026-02-24,424.0,432.0,422.1000061035156,430.95001220703125,8950772
2026-02-25,430.95001220703125,439.6499938964844,428.54998779296875,438.6000061035156,8935314
2026-02-26,438.75,439.54998779296875,429.5,433.5,8650353
2026-02-27,432.79998779296875,434.3999938964844,425.45001220703125,430.6499938964844,8147373
